trade_id,trader_id,counterparty_id,price,volume,timestamp,is_fraud,fraud_type
376193,T023,T022,375.99,37,2026-08-22T14:15:59.591576+00:00,False,
821130,T044,T045,132.49,830,2026-08-22T14:16:00.592452+00:00,False,
104005,T010,T039,312.62,982,2026-08-22T14:16:01.592635+00:00,False,
906066,T025,T016,471.56,411,2026-08-22T14:16:02.593043+00:00,False,
726761,T045,T025,208.19,262,2026-08-22T14:16:03.593462+00:00,False,
467290,T024,T025,194.25,81,2026-08-22T14:16:04.594722+00:00,False,
369650,T002,T025,247.56,6994,2026-08-22T14:16:05.595836+00:00,True,spoofing
191516,T002,T007,433.34,7243,2026-08-22T14:16:05.595854+00:00,True,spoofing
418365,T002,T002,428.09,9190,2026-08-22T14:16:05.595858+00:00,True,spoofing
834969,T002,T015,295.37,7037,2026-08-22T14:16:05.595862+00:00,True,spoofing
886818,T030,T044,153.54,649,2026-08-22T14:16:06.800118+00:00,False,
681967,T026,T031,240.6,248,2026-08-22T14:16:07.800595+00:00,False,
141193,T015,T019,470.14,917,2026-08-22T14:16:08.801896+00:00,False,
364895,T009,T034,231.1,826,2026-08-22T14:16:09.802391+00:00,False,
237538,T040,T004,429.76,44,2026-08-22T14:16:10.803569+00:00,False,
881928,T011,T004,451.33,914,2026-08-22T14:16:11.804892+00:00,False,
248594,T048,T021,221.46,490,2026-08-22T14:16:12.805983+00:00,False,
218609,T001,T004,172.38,2,2026-08-22T14:16:13.806985+00:00,False,
589399,T039,T001,132.98,130,2026-08-22T14:16:14.808409+00:00,False,
780715,T026,T018,268.36,599,2026-08-22T14:16:15.809681+00:00,False,
950831,T044,T043,286.42,8690,2026-08-22T14:16:16.810793+00:00,True,spoofing
345678,T044,T041,245.92,8104,2026-08-22T14:16:16.810813+00:00,True,spoofing
123513,T044,T036,308.79,7995,2026-08-22T14:16:16.810817+00:00,True,spoofing
161786,T044,T047,225.34,6740,2026-08-22T14:16:16.810820+00:00,True,spoofing
674260,T032,T030,307.6,673,2026-08-22T14:16:18.014941+00:00,False,
695650,T022,T032,110.64,441,2026-08-22T14:16:19.015965+00:00,False,
819962,T006,T005,284.71,506,2026-08-22T14:16:20.017070+00:00,False,
209936,T049,T029,360.08,603,2026-08-22T14:16:21.018404+00:00,False,
688157,T037,T011,358.06,756,2026-08-22T14:16:22.019741+00:00,False,
513960,T032,T015,416.88,543,2026-08-22T14:16:23.020914+00:00,False,
134589,T007,T008,452.44,255,2026-08-22T14:16:24.022269+00:00,False,
577677,T008,T032,375.91,521,2026-08-22T14:16:25.023455+00:00,False,
979277,T009,T004,168.47,665,2026-08-22T14:16:26.025044+00:00,False,
630027,T010,T017,355.58,282,2026-08-22T14:16:27.026302+00:00,False,
118820,T018,T007,291.98,570,2026-08-22T14:16:28.027817+00:00,False,
769796,T013,T035,123.51,614,2026-08-22T14:16:29.029385+00:00,False,
787932,T005,T032,242.91,999,2026-08-22T14:16:30.030768+00:00,False,
174421,T033,T011,150.76,5495,2026-08-22T14:16:31.031450+00:00,True,spoofing
530874,T033,T047,191.16,7134,2026-08-22T14:16:31.031475+00:00,True,spoofing
618060,T033,T013,269.33,8860,2026-08-22T14:16:31.031481+00:00,True,spoofing
240595,T033,T001,410.6,8110,2026-08-22T14:16:31.031487+00:00,True,spoofing
348127,T047,T028,489.58,970,2026-08-22T14:16:32.233859+00:00,False,
250383,T030,T007,399.67,467,2026-08-22T14:16:33.234254+00:00,True,wash_trading
688706,T007,T030,398.77,597,2026-08-22T14:16:33.234284+00:00,True,wash_trading
489126,T030,T007,398.97,583,2026-08-22T14:16:33.234293+00:00,True,wash_trading
377016,T007,T030,399.54,536,2026-08-22T14:16:33.234297+00:00,True,wash_trading
678607,T030,T007,399.04,556,2026-08-22T14:16:33.234302+00:00,True,wash_trading
204585,T030,T010,283.11,8776,2026-08-22T14:16:34.737977+00:00,True,spoofing
647951,T030,T035,253.87,9794,2026-08-22T14:16:34.738009+00:00,True,spoofing
242705,T030,T043,397.39,5212,2026-08-22T14:16:34.738021+00:00,True,spoofing
969739,T030,T030,315.74,7769,2026-08-22T14:16:34.738031+00:00,True,spoofing
783031,T036,T028,269.33,155,2026-08-22T14:16:35.944328+00:00,False,
215359,T026,T046,317.72,531,2026-08-22T14:16:36.945550+00:00,False,
324693,T009,T030,336.64,665,2026-08-22T14:16:37.946942+00:00,False,
110712,T032,T016,381.25,853,2026-08-22T14:16:38.947476+00:00,False,
635334,T033,T030,275.76,92,2026-08-22T14:16:39.947974+00:00,False,
248045,T034,T036,357.79,450,2026-08-22T14:16:40.949425+00:00,False,
117660,T044,T017,371.27,1000,2026-08-22T14:16:41.950527+00:00,False,
932947,T033,T017,213.82,238,2026-08-22T14:16:42.951801+00:00,False,
964810,T037,T009,386.9,327,2026-08-22T14:16:43.953062+00:00,False,
830978,T001,T038,431.22,305,2026-08-22T14:16:44.954369+00:00,False,
149740,T013,T045,205.41,230,2026-08-22T14:16:45.954827+00:00,False,
552197,T024,T005,443.73,483,2026-08-22T14:16:46.956232+00:00,False,
803395,T040,T047,487.87,984,2026-08-22T14:16:47.957218+00:00,False,
459792,T045,T049,167.94,86,2026-08-22T14:16:48.958075+00:00,False,
222241,T010,T047,255.59,785,2026-08-22T14:16:49.959107+00:00,False,
228212,T033,T004,206.39,564,2026-08-22T14:16:50.959639+00:00,True,wash_trading
776653,T004,T033,207.16,568,2026-08-22T14:16:50.959656+00:00,True,wash_trading
707348,T033,T004,206.69,441,2026-08-22T14:16:50.959660+00:00,True,wash_trading
201727,T004,T033,206.95,432,2026-08-22T14:16:50.959662+00:00,True,wash_trading
544999,T033,T004,207.18,565,2026-08-22T14:16:50.959665+00:00,True,wash_trading
857669,T007,T019,239.48,912,2026-08-22T14:16:52.464297+00:00,False,
273509,T050,T006,428.43,524,2026-08-22T14:16:53.464710+00:00,True,wash_trading
937775,T006,T050,428.09,463,2026-08-22T14:16:53.464733+00:00,True,wash_trading
212468,T050,T006,428.4,568,2026-08-22T14:16:53.464741+00:00,True,wash_trading
809444,T006,T050,427.61,585,2026-08-22T14:16:53.464746+00:00,True,wash_trading
893282,T050,T006,428.29,441,2026-08-22T14:16:53.464750+00:00,True,wash_trading
701356,T011,T043,314.07,22,2026-08-22T14:16:54.967235+00:00,False,
270372,T005,T041,327.75,491,2026-08-22T14:16:55.967817+00:00,False,
513851,T001,T009,247.73,565,2026-08-22T14:16:56.969389+00:00,False,
963593,T017,T007,472.45,947,2026-08-22T14:16:57.969909+00:00,False,
909821,T035,T027,172.46,806,2026-08-22T14:16:58.970944+00:00,False,
433031,T027,T033,317.12,622,2026-08-22T14:16:59.972120+00:00,False,
792839,T006,T010,237.43,519,2026-08-22T14:17:00.973381+00:00,False,
263882,T049,T044,229.05,556,2026-08-22T14:17:01.973719+00:00,False,
493594,T020,T024,468.3,41,2026-08-22T14:17:02.974950+00:00,False,
771341,T050,T036,455.84,541,2026-08-22T14:17:03.976181+00:00,False,
481914,T002,T001,439.86,242,2026-08-22T14:17:04.976667+00:00,False,
583034,T020,T018,115.75,711,2026-08-22T14:17:05.977924+00:00,False,
530472,T046,T048,498.37,709,2026-08-22T14:17:06.978768+00:00,False,
708309,T040,T015,389.67,907,2026-08-22T14:17:07.979948+00:00,False,
696376,T045,T029,459.59,738,2026-08-22T14:17:08.981447+00:00,False,
877687,T027,T027,449.74,8801,2026-08-22T14:17:09.982657+00:00,True,spoofing
949550,T027,T034,366.6,7913,2026-08-22T14:17:09.982692+00:00,True,spoofing
971446,T027,T038,120.68,5136,2026-08-22T14:17:09.982703+00:00,True,spoofing
545347,T027,T028,293.8,9080,2026-08-22T14:17:09.982711+00:00,True,spoofing
516923,T007,T038,234.63,476,2026-08-22T14:17:11.185901+00:00,True,wash_trading
347035,T038,T007,234.3,538,2026-08-22T14:17:11.185920+00:00,True,wash_trading
876388,T007,T038,234.35,509,2026-08-22T14:17:11.185924+00:00,True,wash_trading
975244,T038,T007,234.19,555,2026-08-22T14:17:11.185927+00:00,True,wash_trading
843554,T007,T038,234.76,488,2026-08-22T14:17:11.185929+00:00,True,wash_trading
145447,T017,T010,133.5,413,2026-08-22T14:17:12.691546+00:00,False,
393032,T009,T031,219.57,177,2026-08-22T14:17:13.691987+00:00,False,
701518,T044,T010,157.63,621,2026-08-22T14:17:14.692583+00:00,False,
342599,T007,T033,258.09,450,2026-08-22T14:17:15.693097+00:00,False,
868885,T021,T016,140.74,713,2026-08-22T14:17:16.694395+00:00,False,
396058,T039,T005,371.31,941,2026-08-22T14:17:17.694863+00:00,False,
632368,T005,T007,293.56,789,2026-08-22T14:17:18.696434+00:00,False,
941450,T026,T017,271.12,339,2026-08-22T14:17:19.697340+00:00,False,
415786,T050,T047,437.88,582,2026-08-22T14:17:20.698302+00:00,False,
661231,T035,T037,357.9,914,2026-08-22T14:17:21.699266+00:00,False,
767157,T042,T031,125.96,195,2026-08-22T14:17:22.699816+00:00,False,
839865,T036,T002,341.83,386,2026-08-22T14:17:23.700352+00:00,False,
245541,T044,T017,309.55,690,2026-08-22T14:17:24.701803+00:00,False,
215829,T020,T021,440.98,488,2026-08-22T14:17:25.703306+00:00,True,wash_trading
749829,T021,T020,440.62,515,2026-08-22T14:17:25.703329+00:00,True,wash_trading
191620,T002,T014,294.18,746,2026-08-22T14:19:31.461170+00:00,False,
701675,T025,T044,257.69,591,2026-08-22T14:19:32.565313+00:00,False,
472624,T011,T044,383.62,776,2026-08-22T14:19:33.565840+00:00,False,
100480,T041,T033,410.83,394,2026-08-22T14:19:34.566877+00:00,False,
783018,T037,T030,234.07,553,2026-08-22T14:19:35.568213+00:00,False,
285553,T012,T022,264.18,753,2026-08-22T14:19:36.569784+00:00,False,
941012,T017,T041,160.6,226,2026-08-22T14:19:37.570364+00:00,False,
829934,T045,T013,271.96,531,2026-08-22T14:19:38.571648+00:00,False,
323027,T010,T039,159.44,553,2026-08-22T14:19:39.572860+00:00,False,
630766,T004,T013,160.18,339,2026-08-22T14:19:40.573994+00:00,False,
782264,T013,T048,191.06,556,2026-08-22T14:19:41.575059+00:00,False,
477545,T024,T006,294.15,793,2026-08-22T14:19:42.576372+00:00,False,
228953,T049,T023,300.18,121,2026-08-22T14:19:43.576887+00:00,False,
335213,T004,T019,394.82,701,2026-08-22T14:19:44.577925+00:00,False,
815611,T013,T014,417.87,860,2026-08-22T14:19:45.578351+00:00,False,
510848,T027,T013,487.9,702,2026-08-22T14:19:46.578911+00:00,False,
658706,T034,T008,168.92,825,2026-08-22T14:19:47.580183+00:00,False,
614469,T028,T002,215.12,570,2026-08-22T14:19:48.580726+00:00,True,wash_trading
920717,T002,T028,215.49,591,2026-08-22T14:19:48.580755+00:00,True,wash_trading
979296,T028,T002,215.02,559,2026-08-22T14:19:48.580762+00:00,True,wash_trading
348340,T002,T028,215.88,544,2026-08-22T14:19:48.580769+00:00,True,wash_trading
377129,T028,T002,215.56,408,2026-08-22T14:19:48.580775+00:00,True,wash_trading
473411,T005,T007,457.93,192,2026-08-22T14:19:50.085398+00:00,False,
425697,T017,T010,134.2,439,2026-08-22T14:19:51.085976+00:00,False,
365425,T026,T002,456.21,813,2026-08-22T14:19:52.086918+00:00,False,
559982,T011,T029,244.27,328,2026-08-22T14:19:53.087861+00:00,False,
895687,T044,T018,473.19,562,2026-08-22T14:19:54.089205+00:00,False,
436073,T024,T032,463.81,436,2026-08-22T14:19:55.089817+00:00,False,
994686,T018,T030,146.92,671,2026-08-22T14:19:56.090244+00:00,False,
692077,T034,T044,460.12,569,2026-08-22T14:19:57.091343+00:00,False,
198535,T012,T027,131.45,201,2026-08-22T14:19:58.091873+00:00,False,
195754,T039,T050,364.08,282,2026-08-22T14:19:59.092846+00:00,False,
628531,T041,T007,478.27,809,2026-08-22T14:20:00.094038+00:00,False,
763978,T041,T041,382.35,252,2026-08-22T14:20:01.094472+00:00,False,
704390,T031,T016,198.93,312,2026-08-22T14:20:02.093962+00:00,False,
543617,T037,T017,321.64,847,2026-08-22T14:20:03.094375+00:00,False,
639444,T003,T039,291.52,627,2026-08-22T14:20:04.094951+00:00,False,
745727,T008,T004,275.15,728,2026-08-22T14:20:05.095505+00:00,False,
325448,T009,T008,309.77,324,2026-08-22T14:20:06.096635+00:00,False,
289219,T050,T024,173.97,537,2026-08-22T14:20:07.098004+00:00,False,
991277,T046,T040,458.3,7920,2026-08-22T14:20:08.099362+00:00,True,spoofing
873966,T046,T010,227.36,7211,2026-08-22T14:20:08.099390+00:00,True,spoofing
902853,T046,T033,259.21,7433,2026-08-22T14:20:08.099399+00:00,True,spoofing
589193,T046,T008,454.43,9602,2026-08-22T14:20:08.099405+00:00,True,spoofing
341533,T022,T013,271.46,186,2026-08-22T14:20:09.304051+00:00,False,
401359,T001,T015,343.44,6136,2026-08-22T14:20:10.304884+00:00,True,spoofing
710407,T001,T012,206.89,5100,2026-08-22T14:20:10.304903+00:00,True,spoofing
913665,T001,T022,303.5,7734,2026-08-22T14:20:10.304907+00:00,True,spoofing
140117,T001,T043,188.09,7596,2026-08-22T14:20:10.304910+00:00,True,spoofing
535660,T043,T021,305.07,733,2026-08-22T14:20:11.509516+00:00,False,
635535,T022,T027,433.04,382,2026-08-22T14:20:12.509934+00:00,False,
886095,T029,T031,367.35,9909,2026-08-22T14:20:13.511293+00:00,True,spoofing
761660,T029,T014,134.61,6879,2026-08-22T14:20:13.511322+00:00,True,spoofing
294100,T029,T014,350.78,7608,2026-08-22T14:20:13.511331+00:00,True,spoofing
180113,T029,T046,422.91,9442,2026-08-22T14:20:13.511338+00:00,True,spoofing
612703,T026,T025,218.4,452,2026-08-22T14:20:14.715784+00:00,False,
587668,T023,T025,144.31,187,2026-08-22T14:20:15.716201+00:00,False,
870304,T040,T039,413.44,985,2026-08-22T14:20:16.717275+00:00,False,
608090,T022,T014,331.12,458,2026-08-22T14:20:17.718607+00:00,False,
595493,T034,T035,141.16,760,2026-08-22T14:20:18.719982+00:00,False,
270466,T045,T023,195.21,440,2026-08-22T14:20:19.721173+00:00,True,wash_trading
346175,T023,T045,195.7,548,2026-08-22T14:20:19.721196+00:00,True,wash_trading
469353,T045,T023,195.01,514,2026-08-22T14:20:19.721202+00:00,True,wash_trading
200363,T023,T045,195.35,453,2026-08-22T14:20:19.721207+00:00,True,wash_trading
355090,T045,T023,195.0,459,2026-08-22T14:20:19.721212+00:00,True,wash_trading
276089,T016,T006,244.66,438,2026-08-22T14:20:21.226814+00:00,False,
520707,T037,T032,126.36,543,2026-08-22T14:20:22.227242+00:00,False,
265565,T020,T033,185.02,141,2026-08-22T14:20:23.228258+00:00,False,
323131,T044,T038,284.85,525,2026-08-22T14:20:24.229466+00:00,False,
704583,T016,T049,373.31,74,2026-08-22T14:20:25.229914+00:00,False,
452116,T024,T035,377.47,130,2026-08-22T14:20:26.231224+00:00,False,
294241,T028,T034,374.67,518,2026-08-22T14:20:27.232559+00:00,False,
273182,T014,T021,315.25,6871,2026-08-22T14:20:28.233061+00:00,True,spoofing
388782,T014,T026,478.37,5683,2026-08-22T14:20:28.233080+00:00,True,spoofing
374648,T014,T028,292.38,6879,2026-08-22T14:20:28.233085+00:00,True,spoofing
708520,T014,T035,347.36,6720,2026-08-22T14:20:28.233089+00:00,True,spoofing
441381,T025,T031,231.02,404,2026-08-22T14:20:29.437808+00:00,False,
223247,T020,T048,422.27,403,2026-08-22T14:20:30.438766+00:00,False,
645456,T045,T003,246.49,235,2026-08-22T14:20:31.440013+00:00,False,
809564,T009,T037,452.21,134,2026-08-22T14:20:28.185392+00:00,False,
863170,T014,T029,464.65,7803,2026-08-22T14:20:29.186349+00:00,True,spoofing
461962,T014,T028,492.61,5829,2026-08-22T14:20:29.186374+00:00,True,spoofing
254535,T014,T042,348.78,6891,2026-08-22T14:20:29.186381+00:00,True,spoofing
595979,T014,T048,132.8,5904,2026-08-22T14:20:29.186388+00:00,True,spoofing
561951,T013,T029,210.82,537,2026-08-22T14:20:30.391079+00:00,False,
873995,T005,T009,317.7,246,2026-08-22T14:20:31.392622+00:00,False,
868295,T030,T038,186.09,495,2026-08-22T14:20:32.393865+00:00,False,
105393,T032,T015,408.74,453,2026-08-22T14:20:33.394315+00:00,False,
756804,T021,T008,426.46,883,2026-08-22T14:20:34.395490+00:00,False,
861224,T046,T042,372.26,443,2026-08-22T14:20:35.396076+00:00,False,
898054,T013,T037,368.86,7213,2026-08-22T14:20:36.397197+00:00,True,spoofing
167901,T013,T026,204.54,7401,2026-08-22T14:20:36.397216+00:00,True,spoofing
474511,T013,T030,294.63,9372,2026-08-22T14:20:36.397220+00:00,True,spoofing
427520,T013,T041,159.79,7346,2026-08-22T14:20:36.397224+00:00,True,spoofing
863452,T004,T031,168.94,265,2026-08-22T14:20:37.601328+00:00,False,
163178,T049,T038,452.01,552,2026-08-22T14:20:38.601813+00:00,False,
192951,T035,T026,263.12,554,2026-08-22T14:20:39.602928+00:00,False,
276927,T011,T001,421.13,777,2026-08-22T14:20:40.603848+00:00,False,
575216,T017,T013,400.03,26,2026-08-22T14:20:41.605138+00:00,False,
824560,T029,T033,458.76,977,2026-08-22T14:20:42.606425+00:00,False,
450472,T045,T010,257.29,97,2026-08-22T14:20:43.607545+00:00,False,
233488,T033,T032,372.81,311,2026-08-22T14:20:44.609001+00:00,False,
770994,T007,T043,445.95,566,2026-08-22T14:20:45.609522+00:00,True,wash_trading
500492,T043,T007,445.64,462,2026-08-22T14:20:45.609547+00:00,True,wash_trading
450948,T007,T043,446.3,503,2026-08-22T14:20:45.609553+00:00,True,wash_trading
530488,T043,T007,445.87,453,2026-08-22T14:20:45.609558+00:00,True,wash_trading
291282,T007,T043,445.6,517,2026-08-22T14:20:45.609562+00:00,True,wash_trading
581942,T028,T044,435.28,39,2026-08-22T14:20:47.114338+00:00,False,
176561,T030,T009,334.91,902,2026-08-22T14:20:48.115292+00:00,False,
361447,T011,T042,499.64,649,2026-08-22T14:20:49.116260+00:00,False,
455285,T005,T025,222.56,108,2026-08-22T14:20:50.117188+00:00,False,
213552,T016,T042,202.12,149,2026-08-22T14:20:51.117674+00:00,False,
495097,T020,T020,362.71,540,2026-08-22T14:20:52.118145+00:00,False,
999184,T026,T045,190.96,825,2026-08-22T14:20:53.119354+00:00,False,
796753,T049,T022,233.01,730,2026-08-22T14:20:54.119804+00:00,False,
826483,T015,T029,191.01,446,2026-08-22T14:20:55.120242+00:00,False,
788114,T017,T036,333.72,104,2026-08-22T14:20:56.121195+00:00,False,
527404,T043,T018,124.21,160,2026-08-22T14:20:57.121613+00:00,False,
990728,T038,T018,107.33,193,2026-08-22T14:20:58.170239+00:00,False,
149515,T039,T027,298.32,9307,2026-08-22T14:20:59.171235+00:00,True,spoofing
476349,T039,T005,221.5,6193,2026-08-22T14:20:59.171258+00:00,True,spoofing
879567,T039,T028,237.02,5023,2026-08-22T14:20:59.171267+00:00,True,spoofing
624398,T039,T027,109.99,8363,2026-08-22T14:20:59.171272+00:00,True,spoofing
594696,T020,T006,194.84,645,2026-08-22T14:21:00.374051+00:00,False,
638159,T012,T031,374.99,817,2026-08-22T14:21:01.374440+00:00,False,
792620,T050,T025,229.9,789,2026-08-22T14:21:02.375530+00:00,False,
899869,T028,T036,315.16,638,2026-08-22T14:21:03.376577+00:00,False,
457809,T038,T046,175.81,300,2026-08-22T14:21:04.377496+00:00,False,
963711,T048,T014,205.69,153,2026-08-22T14:21:05.384073+00:00,False,
483582,T018,T005,381.41,928,2026-08-22T14:21:06.389401+00:00,False,
744123,T046,T011,387.75,53,2026-08-22T14:21:07.395813+00:00,False,
799298,T025,T043,325.12,153,2026-08-22T14:21:08.401566+00:00,False,
574932,T008,T006,412.71,112,2026-08-22T14:21:09.406222+00:00,False,
714139,T046,T033,335.99,752,2026-08-22T14:21:10.413959+00:00,False,
676695,T024,T010,235.56,997,2026-08-22T14:21:11.418188+00:00,False,
907459,T032,T023,190.23,8440,2026-08-22T14:21:12.421814+00:00,True,spoofing
641909,T032,T004,153.51,5144,2026-08-22T14:21:12.421833+00:00,True,spoofing
460925,T032,T049,228.96,6328,2026-08-22T14:21:12.421838+00:00,True,spoofing
590060,T032,T041,317.93,7359,2026-08-22T14:21:12.421841+00:00,True,spoofing
806228,T047,T044,278.43,35,2026-08-22T14:21:13.634428+00:00,False,
759808,T017,T018,479.41,922,2026-08-22T14:21:14.636628+00:00,False,
150537,T047,T011,219.14,435,2026-08-22T14:21:15.639842+00:00,False,
803456,T028,T039,423.59,902,2026-08-22T14:21:16.645281+00:00,False,
317603,T043,T004,479.04,252,2026-08-22T14:21:17.647528+00:00,False,
473874,T018,T014,307.35,814,2026-08-22T14:21:18.652418+00:00,False,
918422,T031,T020,330.25,188,2026-08-22T14:21:19.652853+00:00,False,
988466,T021,T042,250.71,104,2026-08-22T14:21:20.654430+00:00,False,
298734,T007,T048,162.48,772,2026-08-22T14:21:21.654840+00:00,False,
950721,T042,T023,371.64,451,2026-08-22T14:21:22.655541+00:00,False,
383276,T019,T014,297.17,101,2026-08-22T14:21:23.656991+00:00,False,
797920,T013,T026,430.8,159,2026-08-22T14:21:24.658196+00:00,False,
548398,T001,T017,256.25,530,2026-08-22T14:21:25.659316+00:00,False,
888232,T038,T031,480.33,6655,2026-08-22T14:21:26.660914+00:00,True,spoofing
958504,T038,T038,337.26,6826,2026-08-22T14:21:26.660943+00:00,True,spoofing
580910,T038,T017,345.07,7933,2026-08-22T14:21:26.660951+00:00,True,spoofing
261988,T038,T008,383.71,8754,2026-08-22T14:21:26.660956+00:00,True,spoofing
283922,T046,T001,425.93,610,2026-08-22T14:21:27.875251+00:00,False,
170651,T004,T010,298.71,522,2026-08-22T14:21:28.876277+00:00,False,
211686,T018,T030,143.96,896,2026-08-22T14:21:29.877481+00:00,False,
281841,T007,T046,173.15,49,2026-08-22T14:21:30.878604+00:00,False,
747638,T010,T020,252.48,549,2026-08-22T14:21:31.879893+00:00,False,
615418,T031,T009,191.84,127,2026-08-22T14:21:32.880443+00:00,False,
761299,T036,T030,241.34,573,2026-08-22T14:21:33.881552+00:00,True,wash_trading
887195,T030,T036,241.36,427,2026-08-22T14:21:33.881570+00:00,True,wash_trading
118818,T036,T030,242.06,513,2026-08-22T14:21:33.881573+00:00,True,wash_trading
246484,T030,T036,241.51,563,2026-08-22T14:21:33.881576+00:00,True,wash_trading
783725,T036,T030,241.43,480,2026-08-22T14:21:33.881578+00:00,True,wash_trading
111455,T028,T028,424.33,686,2026-08-22T14:21:35.385349+00:00,False,
808087,T036,T001,438.91,969,2026-08-22T14:21:36.385895+00:00,False,
504128,T012,T044,301.98,681,2026-08-22T14:21:37.386340+00:00,False,
843840,T038,T047,470.48,817,2026-08-22T14:21:38.387496+00:00,False,
742153,T002,T035,321.57,834,2026-08-22T14:21:39.388640+00:00,False,
320072,T049,T008,367.66,157,2026-08-22T14:21:40.389987+00:00,False,
608122,T009,T033,495.9,738,2026-08-22T14:21:41.391281+00:00,False,
156038,T024,T017,499.28,732,2026-08-22T14:21:42.392465+00:00,False,
283050,T041,T037,414.28,675,2026-08-22T14:21:43.393457+00:00,False,
628056,T018,T049,122.64,186,2026-08-22T14:21:44.394675+00:00,False,
968660,T002,T010,205.26,285,2026-08-22T14:21:45.395975+00:00,False,
817540,T021,T022,226.14,445,2026-08-22T14:21:46.397224+00:00,False,
683424,T035,T041,237.58,81,2026-08-22T14:21:47.398557+00:00,False,
568228,T049,T030,197.62,464,2026-08-22T14:21:48.399842+00:00,True,wash_trading
462852,T030,T049,197.65,449,2026-08-22T14:21:48.399864+00:00,True,wash_trading
274254,T049,T030,198.31,583,2026-08-22T14:21:48.399871+00:00,True,wash_trading
394524,T030,T049,198.07,406,2026-08-22T14:21:48.399876+00:00,True,wash_trading
564310,T049,T030,197.69,422,2026-08-22T14:21:48.399880+00:00,True,wash_trading
841852,T050,T031,214.45,130,2026-08-22T14:21:49.903872+00:00,False,
129896,T047,T050,479.23,247,2026-08-22T14:21:50.904326+00:00,False,
